log_id,date,engine_id,ata_chapter,component,text
LOG-1739,2025-06-04 16:02,94,72-20,Fan Module / Bypass,Auto-Alert on Sensor S2 (Engine 94). LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. EGT harness replaced (PN: 873-Z41). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-1740,2025-07-20 06:02,60,74-10,Starter / Ignition System,"ATA 74-10 | Engine 60: Inter-turbine temperature (ITT) exceedance recorded — peak of 987 °C against a redline of 960 °C during climb. High-pressure fuel pump replaced (PN: 841-C80). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-1741,2026-02-05 12:02,78,78-30,Thrust Reverser,Non-Routine Card NRC-1741 opened for Engine 78 Thrust Reverser. Finding: HPC stage-7 blade tip erosion reducing surge margin below EHM threshold. Action: Bleed check valve replaced (PN: 503-Z86). Bleed system functional test at ground idle and max continuous — normal.
LOG-1742,2026-05-24 17:02,43,72-50,Turbine Rear Frame (TRF),Routine Inspection of Turbine Rear Frame (TRF) on Engine 43: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Action Taken: Blended out compressor blade damage per AMM 72-30-05; within all dimensional limits. FPI re-check clear.
LOG-1743,2025-11-17 07:02,81,72-60,Accessory Gearbox (AGB),Shop Finding — Engine S/N 81 | Accessory Gearbox (AGB): HPT stage-2 nozzle guide vanes exhibit oxidation and hot-section erosion beyond serviceable limits. Disposition: Oil cooler replaced (PN: 543-Z86). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-1744,2026-04-19 19:02,29,74-10,Starter / Ignition System,Post-Flight Inspection Engine 29 (ATA 74-10): Seal degradation resulting in higher-than-expected secondary airflow bypass; labyrinth knife-edges worn. Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-1745,2026-04-15 13:02,45,72-50,High-Pressure Turbine (HPT),Non-Routine Card NRC-1745 opened for Engine 45 High-Pressure Turbine (HPT). Finding: Seal degradation resulting in higher-than-expected secondary airflow bypass; labyrinth knife-edges worn. Action: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-1746,2026-01-12 05:02,6,73-10,Fuel System,EHM System Flag — Sensor S6 | Engine 6 | ATA 73-10: Hot streak on turbine inlet temperature (TIT) sensor trace indicates circumferential non-uniformity in combustion. Oil cooler replaced (PN: 860-A43). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-1747,2026-04-16 05:02,83,72-20,Fan Module / Bypass,Auto-Alert on Sensor S3 (Engine 83). Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. Fan cowl latch replaced (PN: 447-A18). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-1748,2026-04-09 12:02,20,73-20,Engine Control (FADEC),Post-Flight Inspection Engine 20 (ATA 73-20): Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Unison ring replaced (PN: 278-Z72) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-1749,2026-04-23 02:02,55,72-50,Turbine Rear Frame (TRF),"Routine Inspection of Turbine Rear Frame (TRF) on Engine 55: LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. Action Taken: FADEC software updated to version 5.1.4 per SB 72-50-73-056. Ground test cycle confirms correct engine response."
LOG-1750,2026-04-01 17:02,4,72-50,High-Pressure Turbine (HPT),Trend Analysis Report — Engine 4 High-Pressure Turbine (HPT): EGT margin trending -30 °C over 500 cycles; borescope confirms nozzle area growth due to tip rub. Maintenance response: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 416-B72). WIF sensor re-tested OK.
LOG-1751,2025-12-26 21:02,82,36-10,Bleed Air / Anti-Ice System,"Heavy Check C-Visit Finding | Engine 82 | Bleed Air / Anti-Ice System: Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Engineering disposition: High-pressure fuel pump replaced (PN: 262-C60). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-1752,2025-06-11 08:02,57,72-30,High-Pressure Compressor (HPC),"ATA 72-30 | Engine 57: Rub strip contact observed on HPC stage-5 rotor; abradable coating partially displaced. High-pressure fuel pump replaced (PN: 224-A96). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-1753,2025-12-23 13:02,37,72-40,Low-Pressure Turbine (LPT),Line Maintenance Write-Up #1753 | Low-Pressure Turbine (LPT) (ATA 72-40): Heavy coking and carbon buildup observed on fuel nozzle atomizers — 4 of 24 nozzles below flow spec. Resolution: Bleed check valve replaced (PN: 800-B53). Bleed system functional test at ground idle and max continuous — normal.
LOG-1754,2025-09-29 02:02,35,72-50,High-Pressure Turbine (HPT),Non-Routine Card NRC-1754 opened for Engine 35 High-Pressure Turbine (HPT). Finding: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Action: Turbine Rear Frame strut repair per DER-approved repair scheme RS-291-B97. NDT re-check clear. Returned to service.
LOG-1755,2025-08-17 17:02,66,72-30,Variable Stator Vane (VSV) System,"Maintenance Debrief Engine 66 (Variable Stator Vane (VSV) System, ATA 72-30): Crew reported anomaly. Finding: HPT stage-2 nozzle guide vanes exhibit oxidation and hot-section erosion beyond serviceable limits. Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 558-Z76). Tap test confirms no further delamination."
LOG-1756,2025-06-09 19:02,66,73-20,Engine Control (FADEC),Borescope Work Order | Engine 66 | Engine Control (FADEC): Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. Outcome: Thrust reverser actuator replaced (PN: 746-Z76). Full stow/deploy cycle tests × 5 — all within time limits.
LOG-1757,2025-11-23 17:02,75,36-10,Bleed Air / Anti-Ice System,Line Maintenance Write-Up #1757 | Bleed Air / Anti-Ice System (ATA 36-10): In-flight deployment warning light illuminated; reverser cowl latch safety switch found open-circuit. Resolution: Engine inlet FOD inspection completed per post-bird-strike check sheet. All blades within blend limits. Returned to service.
LOG-1758,2025-07-11 11:02,48,72-40,Low-Pressure Turbine (LPT),"Engine 48 AOG Recovery — Low-Pressure Turbine (LPT) (ATA 72-40): LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. Expedited action: Carried out compressor on-wing wash per CFMI SB 72-0XXX. EGT margin recovered by 18 °C. Returned to service."
LOG-1759,2025-06-01 10:02,11,79-00,Oil System,Line Maintenance Write-Up #1759 | Oil System (ATA 79-00): FADEC logged 14 EICAS maintenance messages relating to T4.5 thermocouple channel mismatch. Resolution: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-1760,2025-10-02 15:02,97,73-10,Fuel System,ATA 73-10 | Engine 97: Water-in-fuel (WIF) sensor triggered during pre-flight; 0.5 cc of water found in low-point drain. LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-1761,2025-10-18 00:02,75,72-50,Turbine Rear Frame (TRF),Line Maintenance Write-Up #1761 | Turbine Rear Frame (TRF) (ATA 72-50): Rub strip contact observed on HPC stage-5 rotor; abradable coating partially displaced. Resolution: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-1762,2025-09-18 03:02,3,72-40,Combustor Section,Routine Inspection of Combustor Section on Engine 3: Excessive vibration recorded on the #2 bearing structural frame — 3.2 IPS pk-pk against limit of 2.5 IPS. Action Taken: Anti-ice valve replaced (PN: 409-A36) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1763,2025-07-19 12:02,51,71-20,Engine Mounts / Pylon,Non-Routine Card NRC-1763 opened for Engine 51 Engine Mounts / Pylon. Finding: Oil-in-fuel indication post-maintenance; #3 bearing sump seal misassembled during last shop visit. Action: Engine mount bushings replaced per AMM 71-20-01 (PN: 188-X68). Alignment checked; free-play within 0.008 in limit.
LOG-1764,2025-08-17 03:02,31,74-10,Starter / Ignition System,Auto-Alert on Sensor S20 (Engine 31). Oil filter bypass indicator (OFBI) popped in-flight; filter element found heavily loaded with metallic debris. Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 429-A29).
LOG-1765,2025-11-26 17:02,69,79-00,Oil System,Shop Finding — Engine S/N 69 | Oil System: Oil pressure fluctuation between 40–55 PSI during cruise; suspected air ingestion at oil tank vent. Disposition: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1766,2026-03-10 15:02,76,71-20,Engine Mounts / Pylon,Line Maintenance Write-Up #1766 | Engine Mounts / Pylon (ATA 71-20): Thrust reverser sleeve failed to stow fully; blocker door hinge pin corroded and seized. Resolution: Nose cowl anti-ice duct insulation blanket replaced per AMM 30-21-01. Adjacent structure inspected — no heat damage found.
LOG-1767,2025-10-29 14:02,66,72-60,Accessory Gearbox (AGB),Post-Flight Inspection Engine 66 (ATA 72-60): Fan case acoustic liner panel delamination over a 6 × 4 inch area; water ingress suspected. Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-1768,2025-06-04 20:02,96,71-20,Engine Mounts / Pylon,Post-Flight Inspection Engine 96 (ATA 71-20): Turbine Rear Frame strut cracks detected by eddy-current inspection; 3 of 10 struts affected. Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 930-Z93).
LOG-1769,2025-09-27 19:02,78,74-10,Starter / Ignition System,Trend Analysis Report — Engine 78 Starter / Ignition System: Chip light illuminated during engine ground run; chip confirmed as single ferrous sliver <1 mm. Maintenance response: Hydraulic actuator seal kit replaced (PN: 726-Z87). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1770,2025-11-10 01:02,67,72-50,High-Pressure Turbine (HPT),Non-Routine Card NRC-1770 opened for Engine 67 High-Pressure Turbine (HPT). Finding: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Action: N2 sensor and wiring harness replaced (PN: 662-A51). Signal continuity confirmed on all channels. Engine run at cruise power — stable.
LOG-1771,2026-01-25 06:02,42,72-20,Low-Pressure Compressor (LPC / Booster),"Maintenance Debrief Engine 42 (Low-Pressure Compressor (LPC / Booster), ATA 72-20): Crew reported anomaly. Finding: Thrust reverser sleeve failed to stow fully; blocker door hinge pin corroded and seized. FADEC software updated to version 5.1.4 per SB 72-20-73-056. Ground test cycle confirms correct engine response."
LOG-1772,2025-11-18 11:02,6,73-20,Engine Control (FADEC),EHM System Flag — Sensor S21 | Engine 6 | ATA 73-20: Heavy coking and carbon buildup observed on fuel nozzle atomizers — 4 of 24 nozzles below flow spec. Nose cowl anti-ice duct insulation blanket replaced per AMM 30-21-01. Adjacent structure inspected — no heat damage found.
LOG-1773,2025-12-09 16:02,17,79-00,Oil System,Heavy Check C-Visit Finding | Engine 17 | Oil System: Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Engineering disposition: FADEC software updated to version 5.1.4 per SB 79-00-73-056. Ground test cycle confirms correct engine response.
LOG-1774,2025-12-29 02:02,71,78-30,Exhaust / Nozzle,Engine 71 AOG Recovery — Exhaust / Nozzle (ATA 78-30): VSV unison ring wear pin fractured; complete ring replaced per AMM 72-30-12. Expedited action: Performed MCD chip analysis per Engineering Order EO-522-A63; single isolated particle cleared by metallurgy. Ops check passed.
LOG-1775,2026-05-22 15:02,96,71-10,Inlet / Nacelle,Routine Inspection of Inlet / Nacelle on Engine 96: Trend monitoring flagged sustained deviation in bleed air temperature (+18 °C over 30-cycle baseline). Action Taken: Component removed and replaced with serviceable unit (PN: 572-Z80). Ground engine run and ops check normal.
LOG-1776,2025-09-01 22:02,81,78-30,Exhaust / Nozzle,"Maintenance Debrief Engine 81 (Exhaust / Nozzle, ATA 78-30): Crew reported anomaly. Finding: Engine mount forward link bushings worn beyond serviceable limits; free-play measured at 0.025 in. High-pressure fuel pump replaced (PN: 773-Z55). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-1777,2026-04-13 17:02,5,73-20,Engine Control (FADEC),EHM System Flag — Sensor S21 | Engine 5 | ATA 73-20: Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. N2 sensor and wiring harness replaced (PN: 311-A47). Signal continuity confirmed on all channels. Engine run at cruise power — stable.
LOG-1778,2025-07-23 19:02,31,72-60,Accessory Gearbox (AGB),Pilot Report — Engine 31 (Accessory Gearbox (AGB)): Thrust reverser sleeve failed to stow fully; blocker door hinge pin corroded and seized. Corrective Action: Performed MCD chip analysis per Engineering Order EO-143-B15; single isolated particle cleared by metallurgy. Ops check passed.
LOG-1779,2026-03-04 08:02,94,73-20,Engine Control (FADEC),Post-Flight Inspection Engine 94 (ATA 73-20): Seal degradation resulting in higher-than-expected secondary airflow bypass; labyrinth knife-edges worn. Engine inlet FOD inspection completed per post-bird-strike check sheet. All blades within blend limits. Returned to service.
LOG-1780,2025-11-16 06:02,96,78-30,Thrust Reverser,Shop Finding — Engine S/N 96 | Thrust Reverser: Thrust reverser hydraulic actuator internal leak rate measured at 18 cc/min against limit of 5 cc/min. Disposition: Removed and routed to off-site MRO shop for full overhaul (work order WO-318-B21). Installed serviceable spare.
LOG-1781,2025-12-01 01:02,9,73-20,Engine Control (FADEC),"Maintenance Debrief Engine 9 (Engine Control (FADEC), ATA 73-20): Crew reported anomaly. Finding: Thrust reverser sleeve failed to stow fully; blocker door hinge pin corroded and seized. Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service."
LOG-1782,2026-01-24 09:02,64,72-20,Low-Pressure Compressor (LPC / Booster),ACARS Engine Alert — Engine 64 Sensor S3: Recurring high EGT on engine #2 linked to compressor wash interval — on-wing wash completed. Ground team response: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
